Date,fng_value,hash_rate,tx_count,mempool_size,avg_fee,funding_rate
2009-01-03,,4.97102696296296e-08,,,,
2009-01-07,,0.0,,,,
2009-01-11,,5.26928858074074e-06,,,,
2009-01-15,,6.31320424296296e-06,,,,
2009-01-17,,,109.0,,0.0,
2009-01-19,,5.91552208592593e-06,,,,
2009-01-21,,,105.0,,0.0,
2009-01-23,,3.33058806518518e-06,,,,
2009-01-25,,,192.0,,0.0,
2009-01-27,,5.12015777185185e-06,,,,
2009-01-29,,,122.0,,0.0,
2009-01-31,,6.41262478222222e-06,,,,
2009-02-02,,,129.0,,0.0,
2009-02-04,,6.11436316444444e-06,,,,
2009-02-06,,,122.0,,0.0,
2009-02-08,,6.66117613037037e-06,,,,
2009-02-10,,,120.0,,0.0,
2009-02-12,,5.8658118162963e-06,,,,
2009-02-14,,,136.0,,0.0,
2009-02-16,,6.11436316444444e-06,,,,
2009-02-18,,,118.0,,0.0,
2009-02-20,,6.36291451259259e-06,,,,
2009-02-22,,,125.0,,0.0,
2009-02-24,,5.51783992888889e-06,,,,
2009-02-26,,,107.0,,0.0,
2009-02-28,,5.07044750222222e-06,,,,
2009-03-02,,,108.0,,0.0,
2009-03-04,,5.26928858074074e-06,,,,
2009-03-06,,,117.0,,0.0,
2009-03-08,,5.56755019851852e-06,,,,
2009-03-10,,,107.0,,0.0,
2009-03-12,,5.8658118162963e-06,,,,
2009-03-14,,,110.0,,0.0,
2009-03-16,,6.46233505185185e-06,,,,
2009-03-18,,,116.0,,0.0,
2009-03-20,,5.8658118162963e-06,,,,
2009-03-22,,,120.0,,0.0,
2009-03-24,,5.21957831111111e-06,,,,
2009-03-26,,,118.0,,0.0,
2009-03-28,,5.91552208592593e-06,,,,
2009-03-30,,,120.0,,0.0,
2009-04-01,,5.31899885037037e-06,,,,
2009-04-03,,,116.0,,0.0,
2009-04-05,,6.41262478222222e-06,,,,
2009-04-07,,,100.0,,0.0,
2009-04-09,,4.92131669333333e-06,,,,
2009-04-11,,,121.0,,0.0,
2009-04-13,,5.71668100740741e-06,,,,
2009-04-15,,,113.0,,0.0,
2009-04-17,,5.71668100740741e-06,,,,
2009-04-19,,,120.0,,0.0,
2009-04-21,,6.11436316444444e-06,,,,
2009-04-23,,,75.0,,0.0,
2009-04-25,,6.06465289481481e-06,,,,
2009-04-27,,,104.0,,0.0,
2009-04-29,,6.11436316444444e-06,,,,
2009-05-01,,,121.0,,0.0,
2009-05-03,,5.66697073777778e-06,,,,
2009-05-05,,,136.0,,0.0,
2009-05-07,,6.01494262518519e-06,,,,
2009-05-09,,,77.0,,0.0,
2009-05-11,,5.91552208592593e-06,,,,
2009-05-13,,,116.0,,0.0,
2009-05-15,,7.10856855703704e-06,,,,
2009-05-17,,,127.0,,0.0,
2009-05-19,,4.97102696296296e-06,,,,
2009-05-21,,,82.0,,0.0,
2009-05-23,,3.47971887407407e-07,,,,
2009-05-25,,,109.0,,0.0,
2009-05-27,,6.2137837037037e-06,,,,
2009-05-29,,,107.0,,0.0,
2009-05-31,,5.8658118162963e-06,,,,
2009-06-02,,,110.0,,0.0,
2009-06-04,,1.93870051555556e-06,,,,
2009-06-06,,,27.0,,0.0,
2009-06-08,,3.57913941333333e-06,,,,
2009-06-10,,,82.0,,0.0,
2009-06-12,,4.5236345362963e-06,,,,
2009-06-14,,,72.0,,0.0,
2009-06-16,,3.62884968296296e-06,,,,
2009-06-18,,,80.0,,0.0,
2009-06-20,,4.17566264888889e-06,,,,
2009-06-22,,,77.0,,0.0,
2009-06-24,,4.22537291851852e-06,,,,
2009-06-26,,,90.0,,0.0,
2009-06-28,,2.53522375111111e-06,,,,
2009-06-30,,,86.0,,0.0,
2009-07-02,,3.57913941333333e-06,,,,
2009-07-04,,,89.0,,0.0,
2009-07-06,,4.5236345362963e-06,,,,
2009-07-08,,,74.0,,0.0,
2009-07-10,,4.07624210962963e-06,,,,
2009-07-12,,,77.0,,0.0,
2009-07-14,,3.57913941333333e-06,,,,
2009-07-16,,,71.0,,0.0,
2009-07-18,,1.49130808888889e-07,,,,
2009-07-20,,,71.0,,0.14,
2009-07-22,,3.43000860444444e-06,,,,
2009-07-24,,,73.0,,0.0,
2009-07-26,,6.46233505185185e-07,,,,
2009-07-28,,,41.0,,0.0,
2009-07-30,,6.95943774814815e-07,,,,
2009-08-01,,,28.0,,0.0,
2009-08-03,,7.45654044444445e-07,,,,
2009-08-05,,,87.0,,0.0,
2009-08-07,,3.67855995259259e-06,,,,
2009-08-09,,,101.0,,0.0,
2009-08-11,,3.33058806518518e-06,,,,
2009-08-13,,,85.0,,0.0,
2009-08-15,,1.69014916740741e-06,,,,
2009-08-17,,,17.0,,0.0,
2009-08-19,,7.45654044444445e-07,,,,
2009-08-21,,,13.0,,0.0,
2009-08-23,,5.96523235555555e-07,,,,
2009-08-25,,,51.0,,0.0,
2009-08-27,,1.49130808888889e-06,,,,
2009-08-29,,,78.0,,0.0,
2009-08-31,,4.67276534518518e-06,,,,
2009-09-02,,,65.0,,0.0,
2009-09-04,,3.13174698666667e-06,,,,
2009-09-06,,,68.0,,0.0,
2009-09-08,,3.28087779555556e-06,,,,
2009-09-10,,,67.0,,0.0,
2009-09-12,,3.5294291437037e-06,,,,
2009-09-14,,,74.0,,0.0,
2009-09-16,,2.88319563851852e-06,,,,
2009-09-18,,,78.0,,0.0,
2009-09-20,,3.92711130074074e-06,,,,
2009-09-22,,,27.0,,0.0,
2009-09-24,,4.07624210962963e-06,,,,
2009-09-26,,,100.0,,0.0,
2009-09-28,,4.37450372740741e-06,,,,
2009-09-30,,,85.0,,0.0,
2009-10-02,,3.72827022222222e-06,,,,
2009-10-04,,,53.0,,0.0,
2009-10-06,,2.03812105481482e-06,,,,
2009-10-08,,,70.0,,0.0,
2009-10-10,,3.82769076148148e-06,,,,
2009-10-12,,,59.0,,0.0,
2009-10-14,,2.78377509925926e-06,,,,
2009-10-16,,,61.0,,0.0,
2009-10-18,,3.1814572562963e-06,,,,
2009-10-20,,,96.0,,0.12,
2009-10-22,,4.27508318814815e-06,,,,
2009-10-24,,,63.0,,0.0,
2009-10-26,,3.23116752592593e-06,,,,
2009-10-28,,,67.0,,0.0,
2009-10-30,,3.03232644740741e-06,,,,
2009-11-01,,,25.0,,0.0,
2009-11-03,,2.83348536888889e-06,,,,
2009-11-05,,,58.0,,0.0,
2009-11-07,,3.77798049185185e-06,,,,
2009-11-09,,,64.0,,0.0,
2009-11-11,,3.43000860444444e-06,,,,
2009-11-13,,,83.0,,0.0,
2009-11-15,,4.77218588444444e-06,,,,
2009-11-17,,,92.0,,0.0,
2009-11-19,,3.62884968296296e-06,,,,
2009-11-21,,,73.0,,0.0,
2009-11-23,,4.77218588444444e-06,,,,
2009-11-25,,,90.0,,0.0,
2009-11-27,,3.72827022222222e-06,,,,
2009-11-29,,,60.0,,0.0,
2009-12-01,,3.28087779555556e-06,,,,
2009-12-03,,,88.0,,0.0,
2009-12-05,,2.58493402074074e-06,,,,
2009-12-07,,,112.0,,0.0,
2009-12-09,,4.67276534518518e-06,,,,
2009-12-11,,,112.0,,0.0,
2009-12-13,,5.16986804148148e-06,,,,
2009-12-15,,,112.0,,0.0,
2009-12-17,,8.00335341037037e-06,,,,
2009-12-19,,,199.0,,0.0,
2009-12-21,,9.29582042074074e-06,,,,
2009-12-23,,,154.0,,0.0,
2009-12-25,,7.80451233185185e-06,,,,
2009-12-27,,,168.0,,0.0,
2009-12-29,,8.15248421925926e-06,,,,
2009-12-31,,,138.0,,0.0,
2010-01-02,,7.6442931234091e-06,,,,
2010-01-04,,,183.0,,0.0,
2010-01-06,,9.29075625768183e-06,,,,
2010-01-08,,,153.0,,0.0,
2010-01-10,,1.12312306659318e-05,,,,
2010-01-12,,,161.0,,0.26,
2010-01-14,,1.02502484902837e-05,,,,
2010-01-16,,,126.0,,0.0,
2010-01-18,,8.4337487578284e-06,,,,
2010-01-20,,,158.0,,0.0,
2010-01-22,,9.73124856672508e-06,,,,
2010-01-24,,,155.0,,0.0,
2010-01-26,,1.34980007194616e-05,,,,
2010-01-28,,,179.0,,0.0,
2010-01-30,,1.20279214331836e-05,,,,
2010-02-01,,,193.0,,0.0,
2010-02-03,,1.62376939347979e-05,,,,
2010-02-05,,,227.0,,0.0,
2010-02-07,,1.87139403823172e-05,,,,
2010-02-09,,,210.0,,0.44,
2010-02-11,,1.60921806186109e-05,,,,
2010-02-13,,,235.0,,0.0,
2010-02-15,,2.32460914215077e-05,,,,
2010-02-17,,,250.0,,0.0,
2010-02-19,,2.24921641321615e-05,,,,
2010-02-21,,,227.0,,0.0,
2010-02-23,,3.15392916043158e-05,,,,
2010-02-25,,,158.0,,0.0,
2010-02-27,,3.25176751436248e-05,,,,
2010-03-01,,,199.0,,0.0,
2010-03-03,,2.78185891402109e-05,,,,
2010-03-05,,,173.0,,0.0,
2010-03-07,,3.25176751436248e-05,,,,
2010-03-09,,,148.0,,0.0,
2010-03-11,,3.28852291444466e-05,,,,
2010-03-13,,,154.0,,0.0,
2010-03-15,,2.79299206432286e-05,,,,
2010-03-17,,,139.0,,0.0,
2010-03-19,,2.99570923028178e-05,,,,
2010-03-21,,,190.0,,0.0,
2010-03-23,,4.65217732310883e-05,,,,
2010-03-25,,,202.0,,0.0,
2010-03-27,,3.9486773376631e-05,,,,
2010-03-29,,,207.0,,0.0,
2010-03-31,,4.69756441894404e-05,,,,
2010-04-02,,,161.0,,0.0,
2010-04-04,,5.02167758384825e-05,,,,
2010-04-06,,,174.0,,0.0,
2010-04-08,,5.89895860753258e-05,,,,
2010-04-10,,,298.0,,0.0,
2010-04-12,,8.43531550865232e-05,,,,
2010-04-14,,,223.0,,0.0,
2010-04-16,,7.85222918316944e-05,,,,
2010-04-18,,,3351.0,,0.0,
2010-04-20,,7.96884644826601e-05,,,,
2010-04-22,,,199.0,,0.0,
2010-04-24,,8.37744517822657e-05,,,,
2010-04-26,,,211.0,,0.0,
2010-04-28,,9.9731490216983e-05,,,,
2010-04-30,,,170.0,,0.0,
2010-05-02,,9.68820190679263e-05,,,,
2010-05-04,,,177.0,,0.0,
2010-05-06,,9.64491901786208e-05,,,,
2010-05-08,,,182.0,,0.0,
2010-05-10,,8.75068811554374e-05,,,,
2010-05-12,,,158.0,,0.0,
2010-05-14,,7.66483630558576e-05,,,,
2010-05-16,,,134.0,,0.0,
2010-05-18,,0.000107307708278201,,,,
2010-05-20,,,237.0,,0.0,
2010-05-22,,0.000113064805519858,,,,
2010-05-24,,,250.0,,0.0,
2010-05-26,,0.000124842389428177,,,,
2010-05-28,,,277.0,,0.0,
2010-05-30,,0.000124746971748383,,,,
2010-06-01,,,183.0,,0.0,
2010-06-03,,0.000129703805062888,,,,
2010-06-05,,,190.0,,0.0,
2010-06-07,,0.000128877666177137,,,,
2010-06-09,,,220.0,,0.0,
2010-06-11,,0.000138791332806148,,,,
2010-06-13,,,238.0,,0.0,
2010-06-15,,0.00016935153872945,,,,
2010-06-17,,,204.0,,0.0,
2010-06-19,,0.000136518077139047,,,,
2010-06-21,,,242.0,,0.0,
2010-06-23,,0.000147750577156816,,,,
2010-06-25,,,210.0,,0.0,
2010-06-27,,0.000153374207557116,,,,
2010-06-29,,,264.0,,0.0,
2010-07-01,,0.00020064047277912,,,,
2010-07-03,,,286.0,,0.0,
2010-07-05,,0.000169772707736179,,,,
2010-07-07,,,218.0,,0.0,
2010-07-09,,0.000220799974472116,,,,
2010-07-11,,,353.0,,0.0,
2010-07-13,,0.00167856925065505,,,,
2010-07-15,,,1329.0,,0.66,
2010-07-17,,0.00165149555306384,,,,
2010-07-19,,,528.0,,0.09,
2010-07-21,,0.00182296230447484,,,,
2010-07-23,,,411.0,,0.01,
2010-07-25,,0.00193125709483968,,,,
2010-07-27,,,426.0,,0.67,
2010-07-29,,0.0021244834042325,,,,
2010-07-31,,,295.0,,0.3,
2010-08-02,,0.00308353591242889,,,,
2010-08-04,,,439.0,,0.0,
2010-08-06,,0.00281847061359461,,,,
2010-08-08,,,391.0,,0.0,
2010-08-10,,0.0036237479317645,,,,
2010-08-12,,,392.0,,0.0,
2010-08-14,,0.00456907347918133,,,,
2010-08-16,,,453.0,,0.67,
2010-08-18,,0.00338357325016817,,,,
2010-08-20,,,423.0,,0.0,
2010-08-22,,0.00506263967506365,,,,
2010-08-24,,,379.0,,0.8,
2010-08-26,,0.00529160327845849,,,,
2010-08-28,,,339.0,,1.1e-06,
2010-08-30,,0.00461732134494324,,,,
2010-09-01,,,380.0,,0.0800002,
2010-09-03,,0.00495819741738872,,,,
2010-09-05,,,311.0,,0.01,
2010-09-07,,0.0046792988126606,,,,
2010-09-09,,,324.0,,0.1100001,
2010-09-11,,0.00574090721074621,,,,
2010-09-13,,,436.0,,1e-07,
2010-09-15,,0.00666228738037215,,,,
2010-09-17,,,361.0,,0.0,
2010-09-19,,0.00958137886113681,,,,
2010-09-21,,,810.0,,1e-07,
2010-09-23,,0.00967263008838573,,,,
2010-09-25,,,532.0,,0.0,
2010-09-27,,0.0108588960426217,,,,
2010-09-29,,,975.0,,0.0,
2010-10-01,,0.0102260252243218,,,,
2010-10-03,,,377.0,,0.00776625,
2010-10-05,,0.00806282758071523,,,,
2010-10-07,,,340.0,,0.0,
2010-10-09,,0.0100293708930848,,,,
2010-10-11,,,342.0,,1.09e-06,
2010-10-13,,0.0115768636273677,,,,
2010-10-15,,,328.0,,0.0,
2010-10-17,,0.0193176067628266,,,,
2010-10-19,,,924.0,,0.0,
2010-10-21,,0.0248910297496032,,,,
2010-10-23,,,517.0,,0.05,
2010-10-25,,0.0224339753108011,,,,
2010-10-27,,,568.0,,0.0,
2010-10-29,,0.0251046866573251,,,,
2010-10-31,,,307.0,,0.0,
2010-11-02,,0.0258201005069688,,,,
2010-11-04,,,342.0,,0.0,
2010-11-06,,0.0310455970381411,,,,
2010-11-08,,,515.0,,0.83,
2010-11-10,,0.0435221497768396,,,,
2010-11-12,,,286.0,,0.0,
2010-11-14,,0.0536698012792116,,,,
2010-11-16,,,9105.0,,0.0,
2010-11-18,,0.059307385447196,,,,
2010-11-20,,,9731.0,,1.0,
2010-11-22,,0.0546168613375639,,,,
2010-11-24,,,3936.0,,0.19,
2010-11-26,,0.0692951428220342,,,,
2010-11-28,,,454.0,,0.0,
2010-11-30,,0.0843295455223728,,,,
2010-12-02,,,460.0,,0.06,
2010-12-04,,0.0879436689019031,,,,
2010-12-06,,,465.0,,0.04518713,
2010-12-08,,0.0927625000746101,,,,
2010-12-10,,,373.0,,0.07,
2010-12-12,,0.105974736816725,,,,
2010-12-14,,,637.0,,0.04892339,
2010-12-16,,0.11328333935581,,,,
2010-12-18,,,499.0,,0.06653564,
2010-12-20,,0.0968389836428695,,,,
2010-12-22,,,659.0,,0.17743052,
2010-12-24,,0.108001742450377,,,,
2010-12-26,,,584.0,,0.09564519,
2010-12-28,,0.121681963160758,,,,
2010-12-30,,,593.0,,0.09238552,
2011-01-01,,0.128162067707781,,,,
2011-01-03,,,1128.0,,0.72825402,
2011-01-05,,0.121596943772684,,,,
2011-01-07,,,1020.0,,0.05352512,
2011-01-09,,0.12321823635632,,,,
2011-01-11,,,1362.0,,0.04152517,
2011-01-13,,0.149969563986311,,,,
2011-01-15,,,962.0,,0.10493887,
2011-01-17,,0.158561467414078,,,,
2011-01-19,,,917.0,,0.05,
2011-01-21,,0.163144168784427,,,,
2011-01-23,,,1081.0,,0.35905919,
2011-01-25,,0.142980282754891,,,,
2011-01-27,,,841.0,,0.59,
2011-01-29,,0.164136211725285,,,,
2011-01-31,,,1393.0,,0.76,
2011-02-02,,0.177267108663308,,,,
2011-02-04,,,954.0,,0.12359852,
2011-02-06,,0.191492247012833,,,,
2011-02-08,,,846.0,,0.17736992,
2011-02-10,,0.244256346380359,,,,
2011-02-12,,,1912.0,,0.74186934,
2011-02-14,,0.240379261517179,,,,
2011-02-16,,,2090.0,,0.59,
2011-02-18,,0.391485054897639,,,,
2011-02-20,,,1939.0,,0.2,
2011-02-22,,0.384235331658794,,,,
2011-02-24,,,2109.0,,0.16769472,
2011-02-26,,0.454920133237534,,,,
2011-02-28,,,1720.0,,0.51785377,
2011-03-02,,0.467009518958862,,,,
2011-03-04,,,1982.0,,0.7207,
2011-03-06,,0.746109882360313,,,,
2011-03-08,,,2440.0,,3.93000002,
2011-03-10,,0.450719122534764,,,,
2011-03-12,,,2956.0,,1.54693618,
2011-03-14,,0.443144011231659,,,,
2011-03-16,,,3183.0,,1.81,
2011-03-18,,0.522682679914265,,,,
2011-03-20,,,4076.0,,2.4870787,
2011-03-22,,0.477232012095633,,,,
2011-03-24,,,2164.0,,8.27023194,
2011-03-26,,0.483475502411536,,,,
2011-03-28,,,2931.0,,4.41,
2011-03-30,,0.53490906649787,,,,
2011-04-01,,,1579.0,,3.4,
2011-04-03,,0.572627013494514,,,,
2011-04-05,,,2119.0,,5.27079999999999,
2011-04-07,,0.663134715812337,,,,
2011-04-09,,,1733.0,,4.21,
2011-04-11,,0.630387322438889,,,,
2011-04-13,,,2371.0,,4.06059999,
2011-04-15,,0.552612263176948,,,,
2011-04-17,,,2257.0,,2.1625,
2011-04-19,,0.647277934068425,,,,
2011-04-21,,,1915.0,,3.3737338,
2011-04-23,,0.78040601979881,,,,
2011-04-25,,,2592.0,,8.71326591999999,
2011-04-27,,0.872218492716317,,,,
2011-04-29,,,3534.0,,7.42157688999999,
2011-05-01,,1.06853945167215,,,,
2011-05-03,,,2935.0,,4.81618089,
2011-05-05,,1.24299487235332,,,,
2011-05-07,,,3887.0,,6.65502295999999,
2011-05-09,,1.35748124217533,,,,
2011-05-11,,,3090.0,,7.99288501999999,
2011-05-13,,1.57286756773456,,,,
2011-05-15,,,3770.0,,14.89642967,
2011-05-17,,2.03455506274122,,,,
2011-05-19,,,4663.0,,16.22203741,
2011-05-21,,2.58473318607827,,,,
2011-05-23,,,5745.0,,17.89042548,
2011-05-25,,3.5433900954688,,,,
2011-05-27,,,4853.0,,13.83792316,
2011-05-29,,3.73988894768231,,,,
2011-05-31,,,6063.0,,19.95330875,
2011-06-02,,4.10739248589387,,,,
2011-06-04,,,8811.0,,32.17970115,
2011-06-06,,7.04978032426183,,,,
2011-06-08,,,11815.0,,44.39330716,
2011-06-10,,6.37300141313269,,,,
2011-06-12,,,12440.0,,44.3103694,
2011-06-14,,6.34480229183565,,,,
2011-06-16,,,12746.0,,31.88585283,
2011-06-18,,8.80591615374559,,,,
2011-06-20,,,11225.0,,20.2764328,
2011-06-22,,11.7702839678778,,,,
2011-06-24,,,10922.0,,16.40096242,
2011-06-26,,10.6268031804332,,,,
2011-06-28,,,10719.0,,19.84870564,
2011-06-30,,12.4093637139252,,,,
2011-07-02,,,8018.0,,14.73519868,
2011-07-04,,11.2438433651035,,,,
2011-07-06,,,10519.0,,17.00709649,
2011-07-08,,11.4216858394628,,,,
2011-07-10,,,8392.0,,12.51029136,
2011-07-12,,11.188590210086,,,,
2011-07-14,,,8716.0,,13.39252803,
2011-07-16,,12.3540683569699,,,,
2011-07-18,,,8976.0,,12.93738114,
2011-07-20,,12.0198487388041,,,,
2011-07-22,,,8991.0,,13.54095816,
2011-07-24,,14.7936599862205,,,,
2011-07-26,,,8370.0,,7.83379576999999,
2011-07-28,,14.0371660096524,,,,
2011-07-30,,,6209.0,,5.71270055,
2011-08-01,,16.431116869293,,,,
2011-08-03,,,7737.0,,8.19534382,
2011-08-05,,12.9571093026425,,,,
2011-08-07,,,6710.0,,6.53899155,
2011-08-09,,12.4876488206627,,,,
2011-08-11,,,7596.0,,7.11131223,
2011-08-13,,12.0181883386829,,,,
2011-08-15,,,8379.0,,9.74393646,
2011-08-17,,11.5792819314549,,,,
2011-08-19,,,7614.0,,7.7670445,
2011-08-21,,13.0154719384571,,,,
2011-08-23,,,7277.0,,6.96478529,
2011-08-25,,11.4895200560173,,,,
2011-08-27,,,6361.0,,5.02820664,
2011-08-29,,11.2202344297044,,,,
2011-08-31,,,7292.0,,5.91458926,
2011-09-02,,14.3165311122368,,,,
2011-09-04,,,7258.0,,9.87229329,
2011-09-06,,13.2560473261452,,,,
2011-09-08,,,6497.0,,4.66847138,
2011-09-10,,12.6374317842584,,,,
2011-09-12,,,6575.0,,5.37417472,
2011-09-14,,13.2639252302093,,,,
2011-09-16,,,6209.0,,4.96831626,
2011-09-18,,14.5728652200325,,,,
2011-09-20,,,8145.0,,6.56952256,
2011-09-22,,13.0893998982328,,,,
2011-09-24,,,5728.0,,6.71538477,
2011-09-26,,11.954985240386,,,,
2011-09-28,,,6017.0,,4.379026,
2011-09-30,,10.3292040558972,,,,
2011-10-02,,,5035.0,,3.17980555,
2011-10-04,,10.9170449371271,,,,
2011-10-06,,,5912.0,,8.08896045,
2011-10-08,,10.83306766838,,,,
2011-10-10,,,5882.0,,3.34552432,
2011-10-12,,9.99329498090868,,,,
2011-10-14,,,6111.0,,3.40803011,
2011-10-16,,8.97708003840482,,,,
2011-10-18,,,4863.0,,2.90288072,
2011-10-20,,7.51739222728209,,,,
2011-10-22,,,5114.0,,2.81398947,
2011-10-24,,8.97708003840482,,,,
2011-10-26,,,5272.0,,3.08756534,
2011-10-28,,7.44440783672595,,,,
2011-10-30,,,4878.0,,3.19754829,
2011-11-01,,8.73436486000387,,,,
2011-11-03,,,6253.0,,2.90902778,
2011-11-05,,8.97366252740123,,,,
2011-11-07,,,5496.0,,3.48022274,
2011-11-09,,10.1103264475387,,,,
2011-11-11,,,4733.0,,2.03989012,
2011-11-13,,8.79418927685321,,,,
2011-11-15,,,6106.0,,2.88289742,
2011-11-17,,8.59551078000283,,,,
2011-11-19,,,4724.0,,3.1302203,
2011-11-21,,8.00271693310608,,,,
2011-11-23,,,5598.0,,3.51238566,
2011-11-25,,7.70632000965771,,,,
2011-11-27,,,5061.0,,2.55055237,
2011-11-29,,8.23983447186478,,,,
2011-12-01,,,6352.0,,4.48500523,
2011-12-03,,8.132965581692,,,,
2011-12-05,,,6237.0,,3.00216604,
2011-12-07,,7.97030627005816,,,,
2011-12-09,,,5588.0,,3.0104452,
2011-12-11,,7.86186672896894,,,,
2011-12-13,,,5406.0,,4.05414175,
2011-12-15,,7.06232384270858,,,,
2011-12-17,,,4823.0,,3.52004317,
2011-12-19,,8.67000731909753,,,,
2011-12-21,,,5577.0,,4.26075206,
2011-12-23,,8.72742458611142,,,,
2011-12-25,,,5286.0,,2.92534449,
2011-12-27,,9.1680048812832,,,,
2011-12-29,,,5212.0,,4.15995739,
2011-12-31,,9.28332569739997,,,,
2012-01-02,,,5410.0,,5.55312158,
2012-01-04,,8.87970284099127,,,,
2012-01-06,,,6644.0,,6.48923847,
2012-01-08,,9.28332569739997,,,,
2012-01-10,,,6677.0,,4.89613037,
2012-01-12,,10.3211337404744,,,,
2012-01-14,,,6807.0,,12.78590354,
2012-01-16,,9.82372970478891,,,,
2012-01-18,,,6647.0,,10.84433779,
2012-01-20,,8.58021961557513,,,,
2012-01-22,,,5325.0,,3.03810531,
2012-01-24,,8.77601647007213,,,,
2012-01-26,,,6598.0,,8.95157979,
2012-01-28,,10.076167058231,,,,
2012-01-30,,,6153.0,,29.11896874,
2012-02-01,,8.77601647007213,,,,
2012-02-03,,,7050.0,,6.90589652,
2012-02-05,,9.3272398828152,,,,
2012-02-07,,,7012.0,,6.64074854,
2012-02-09,,9.87590105239257,,,,
2012-02-11,,,7679.0,,3.91143183,
2012-02-13,,10.0816489909841,,,,
2012-02-15,,,9337.0,,6.10036407,
2012-02-17,,9.73873575999822,,,,
2012-02-19,,,5958.0,,2.65186887,
2012-02-21,,8.75729367404835,,,,
2012-02-23,,,8014.0,,5.00951708,
2012-02-25,,11.42553159036,,,,
2012-02-27,,,6735.0,,5.66176552,
2012-02-29,,12.7254423701015,,,,
2012-03-02,,,7645.0,,4.50574566,
2012-03-04,,9.67397724650567,,,,
2012-03-06,,,6368.0,,4.84595258,
2012-03-08,,11.6087726958068,,,,
2012-03-10,,,5370.0,,4.38179608,
2012-03-12,,12.5761704204574,,,,
2012-03-14,,,6895.0,,5.17901821,
2012-03-16,,10.6507281967033,,,,
2012-03-18,,,6039.0,,3.22801017,
2012-03-20,,11.0231312805041,,,,
2012-03-22,,,6587.0,,3.38385442,
2012-03-24,,12.810666082748,,,,
2012-03-26,,,6619.0,,3.47762179,
2012-03-28,,11.8424180648659,,,,
2012-03-30,,,6828.0,,4.39585095,
2012-04-01,,12.1284618185812,,,,
2012-04-03,,,7739.0,,5.07741879,
2012-04-05,,9.62191304274106,,,,
2012-04-07,,,6080.0,,3.7089169,
2012-04-09,,12.209318230705,,,,
2012-04-11,,,7858.0,,5.24550745,
2012-04-13,,9.88325160797756,,,,
2012-04-15,,,7371.0,,3.69750206,
2012-04-17,,11.1382676851811,,,,
2012-04-19,,,7900.0,,5.84943097,
2012-04-21,,11.5304602093072,,,,
2012-04-23,,,7104.0,,4.2807022,
2012-04-25,,10.8245136658802,,,,
2012-04-27,,,7195.0,,6.88570856,
2012-04-29,,12.4487382935262,,,,
2012-05-01,,,10208.0,,6.73048886,
2012-05-03,,12.4487382935262,,,,
2012-05-05,,,12998.0,,7.87065714,
2012-05-07,,12.8237002903192,,,,
2012-05-09,,,17245.0,,14.13032343,
2012-05-11,,10.5974601790129,,,,
2012-05-13,,,14737.0,,11.80632246,
2012-05-15,,11.2867258817129,,,,
2012-05-17,,,16935.0,,11.71657133,
2012-05-19,,12.5790990742755,,,,
2012-05-21,,,31604.0,,19.56744229,
2012-05-23,,10.4251437533379,,,,
2012-05-25,,,28999.0,,19.27748871,
2012-05-27,,12.9712135181187,,,,
2012-05-29,,,29816.0,,16.97474696,
2012-05-31,,11.5475437417398,,,,
2012-06-02,,,12800.0,,7.13557653,
2012-06-04,,11.9430075685117,,,,
2012-06-06,,,15937.0,,11.27363476,
2012-06-08,,11.7057292724486,,,,
2012-06-10,,,40721.0,,25.33678545,
2012-06-12,,11.0180276735338,,,,
2012-06-14,,,61938.0,,38.72082266,
2012-06-16,,12.5920316268957,,,,
2012-06-18,,,39071.0,,27.88555011,
2012-06-20,,11.6726201299773,,,,
2012-06-22,,,23565.0,,20.70231783,
2012-06-24,,12.0159324867414,,,,
2012-06-26,,,30235.0,,18.27898114,
2012-06-28,,11.5867920407863,,,,
2012-06-30,,,22618.0,,13.94161293,
2012-07-02,,13.8183223597526,,,,
2012-07-04,,,23164.0,,13.28572083,
2012-07-06,,13.3209874109609,,,,
2012-07-08,,,20799.0,,11.50252767,
2012-07-10,,13.1468568565692,,,,
2012-07-12,,,24303.0,,13.53006867,
2012-07-14,,12.9727263021776,,,,
2012-07-16,,,31379.0,,21.28658376,
2012-07-18,,14.009601065922,,,,
2012-07-20,,,36794.0,,37.47018662,
2012-07-22,,12.8962552858487,,,,
2012-07-24,,,28369.0,,15.98700134,
2012-07-26,,16.5146290710868,,,,
2012-07-28,,,35230.0,,20.56362157,
2012-07-30,,18.730041758676,,,,
2012-08-01,,,30538.0,,20.02226151,
2012-08-03,,17.5151201310862,,,,
2012-08-05,,,33283.0,,25.67591134,
2012-08-07,,15.0852768759066,,,,
2012-08-09,,,29942.0,,17.38277224,
2012-08-11,,15.996468096599,,,,
2012-08-13,,,48872.0,,25.55351796,
2012-08-15,,18.623360014449,,,,
2012-08-17,,,40554.0,,30.86566635,
2012-08-19,,17.2075490191985,,,,
2012-08-21,,,42415.0,,24.56426695,
2012-08-23,,17.9699087858719,,,,
2012-08-25,,,33439.0,,23.9103034,
2012-08-27,,18.0774253068439,,,,
2012-08-29,,,34209.0,,24.15507933,
2012-08-31,,17.3494752944877,,,,
2012-09-02,,,33588.0,,30.5544115,
2012-09-04,,15.5296002635974,,,,
2012-09-06,,,42790.0,,25.55427416,
2012-09-08,,18.7490590191164,,,,
